종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2090","-10","-0.48","2100","2140","2055","387515","813831435","107277748200","51084642"
"095570","AJ네트웍스","KOSPI",,"4615","-20","-0.43","4635","4635","4560","56350","258467770","207483900015","45252759"
"006840","AK홀딩스","KOSPI",,"13690","30","0.22","13580","13870","13060","7161","96735640","183478719850","13247561"
"054620","APS","KOSDAQ","중견기업부","6110","-30","-0.49","6140","6260","6060","10629","65182610","121553690310","19894221"
"265520","AP시스템","KOSDAQ","우량기업부","18920","0","0.00","18650","19070","18650","63753","1205437730","289277299530","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","11650","50","0.43","11600","11700","11400","37045","428169580","176312133760","15082304"
"109960","AP헬스케어","KOSDAQ","중견기업부","708","10","1.43","698","712","696","78447","55233726","80592137314","114153169"
"139050","BF랩스","KOSDAQ","관리종목(소속부없음)","2805","0","0.00","0","0","0","0","0","24247965555","8644551"
"027410","BGF","KOSPI",,"3525","20","0.57","3500","3535","3490","75288","264298385","337401688275","95716791"
"282330","BGF리테일","KOSPI",,"113600","900","0.80","113700","114000","112300","31713","3598520600","1956538159200","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","3720","-10","-0.27","3675","3775","3620","61557","226439925","233179029785","62766899"
"138930","BNK금융지주","KOSPI",,"10290","80","0.78","10210","10310","10080","855463","8719601600","3301406489500","322088438"
"001460","BYC","KOSPI",,"33000","-150","-0.45","32900","35000","32900","921","30673250","206747565000","6246150"
"001465","BYC우","KOSPI",,"13190","10","0.08","13040","13200","13040","581","7606810","28430820000","2153850"
"013720","CBI","KOSDAQ","중견기업부","1180","-29","-2.40","1209","1228","1177","154357","183685965","53107481840","44628136"
"083790","CG인바이츠","KOSDAQ","벤처기업부","2425","20","0.83","2415","2425","2350","52424","125150160","186083920440","76894182"
"001040","CJ","KOSPI",,"120000","-3200","-2.60","124300","124400","119100","73208","8800654800","3501239760000","29176998"
"079160","CJ CGV","KOSPI",,"7200","170","2.42","7040","7240","7000","1546052","11085487080","1193829889350","165579735"
"035760","CJ ENM","KOSDAQ GLOBAL","중견기업부","73900","-1100","-1.47","75000","75000","72600","61870","4552210600","1618371565200","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","12660","0","0.00","12540","12660","12470","2269","28551200","115364275320","9112502"
"00104K","CJ4우(전환)","KOSPI",,"89800","-2700","-2.92","92500","92500","89800","6360","574759500","380386080000","4226512"
"000120","CJ대한통운","KOSPI",,"97400","1000","1.04","96600","97800","93700","100380","9652788600","2221922305600","22812344"
"011150","CJ씨푸드","KOSPI",,"3470","35","1.02","3405","3470","3345","386166","1314276605","123601859120","35930773"
"011155","CJ씨푸드1우","KOSPI",,"19080","50","0.26","19070","19250","18900","48","915680","3816000000","200000"
"001045","CJ우","KOSPI",,"60600","0","0.00","60800","60800","59900","2729","164953700","136969513800","2260223"
"097950","CJ제일제당","KOSPI",,"338500","8500","2.58","331000","339500","328500","36959","12413020500","5073260682000","15054186"
"097955","CJ제일제당 우","KOSPI",,"141900","1400","1.00","138700","142000","138700","1809","253163100","188362742700","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","19000","140","0.74","19200","19200","18710","6775","128221250","225560134000","11871586"
"058820","CMG제약","KOSDAQ","우량기업부","2235","-55","-2.40","2300","2325","2225","453593","1026585930","311813087780","138892244"
"023460","CNH","KOSDAQ","투자주의환기종목(소속부없음)","433","16","3.84","434","473","425","4596129","2031462808","16293600000","37200000"
"056730","CNT85","KOSDAQ","중견기업부","803","12","1.52","791","839","788","11295","9035206","59511282358","74111186"
"000480","CR홀딩스","KOSPI",,"5830","0","0.00","5840","5860","5820","12943","75516210","273371556700","46890490"
"065770","CS","KOSDAQ","벤처기업부","1044","0","0.00","1044","1053","1030","33533","34827806","20381686500","19411130"
"083660","CSA 코스믹","KOSDAQ","중견기업부","882","0","0.00","882","908","870","22008","19270352","53836272099","61247181"
"000590","CS홀딩스","KOSPI",,"67900","-100","-0.15","68000","68200","67300","823","55712600","78158431400","1154482"
"012030","DB","KOSPI",,"1142","23","2.06","1120","1160","1109","376583","429255611","231350022950","201173933"
"456440","DB금융스팩11호","KOSDAQ","SPAC(소속부없음)","2270","10","0.44","2260","2280","2260","3048","6923510","12065050000","5315000"
"477760","DB금융스팩12호","KOSDAQ","SPAC(소속부없음)","2050","-30","-1.44","2070","2075","2050","61395","126158670","12088800000","5840000"
"016610","DB금융투자","KOSPI",,"4750","-70","-1.45","4775","4820","4685","81002","382958860","202044811640","42446389"
"005830","DB손해보험","KOSPI",,"119000","1000","0.85","119600","119600","116000","97366","11463006600","8425200000000","70800000"
"000990","DB하이텍","KOSPI",,"40450","100","0.25","40050","40850","40050","202891","8196851950","1804802602200","44398588"
"139130","DGB금융지주","KOSPI",,"8450","0","0.00","8490","8500","8360","464344","3911386690","1425899372190","169145833"
"099520","DGI","KOSDAQ","관리종목(소속부없음)","1284","0","0.00","0","0","0","0","0","58141862016","45281824"
"060900","DGP","KOSDAQ","중견기업부","1092","-36","-3.19","1116","1128","1062","118172","130065998","27581986068","25258229"
"290120","DH오토리드","KOSDAQ","우량기업부","2870","65","2.32","2805","2870","2800","10353","29500230","44528446060","15515138"
"025440","DH오토웨어","KOSDAQ","중견기업부","248","3","1.22","245","248","241","470623","114987623","38168717760","153906120"
"001530","DI동일","KOSPI",,"30200","450","1.51","29750","30250","29750","80653","2423545700","762774078000","25215672"
"000210","DL","KOSPI",,"47850","-250","-0.52","48950","48950","47200","42744","2039782350","1002739049400","20955884"
"000215","DL우","KOSPI",,"25150","-400","-1.57","25150","26050","25150","4331","110083900","42490098000","1686115"
"375500","DL이앤씨","KOSPI",,"33000","100","0.30","33100","33250","32700","102153","3366307900","1274954877850","38693623"
"37550L","DL이앤씨2우(전환)","KOSPI",,"22250","100","0.45","22500","22500","21800","7019","153756100","46357324450","2111951"
"37550K","DL이앤씨우","KOSPI",,"16850","0","0.00","17000","17010","16610","2519","42193200","35618962250","2113885"
"068790","DMS","KOSDAQ","우량기업부","6290","0","0.00","6250","6310","6180","53818","337243590","154564553690","24573061"
"007340","DN오토모티브","KOSPI",,"89200","-300","-0.34","89400","89600","87600","6930","614882500","888467044500","9994005"
"004840","DRB동일","KOSPI",,"4880","-20","-0.41","4900","4950","4880","4725","23184660","97457700000","19930000"
"241520","DSC인베스트먼트","KOSDAQ","중견기업부","3065","-55","-1.76","3120","3125","3060","39395","121358550","84963026250","27496125"
"155660","DSR","KOSPI",,"4030","0","0.00","4030","4030","3995","13097","52541365","64400000000","16000000"
"069730","DSR제강","KOSPI",,"4155","-40","-0.95","4170","4190","4090","11651","48061195","59184000000","14400000"
"017860","DS단석","KOSPI",,"78200","1200","1.56","76200","78500","75800","49725","3838635000","457775652400","5861404"
"180400","DXVX","KOSDAQ","중견기업부","3860","-220","-5.39","4195","4205","3825","4918265","19595323220","116798104680","30219432"
"017940","E1","KOSPI",,"78700","100","0.13","79200","79600","77600","12774","1003949700","538510000000","6860000"
"245620","EDGC","KOSDAQ","관리종목(소속부없음)","415","0","0.00","0","0","0","0","0","57474989665","138493951"
"037370","EG","KOSDAQ","중견기업부","8400","190","2.31","8210","8400","7940","100918","829940180","72191015640","8624972"
"278990","EMB","KONEX","일반기업부","6590","-10","-0.15","6590","6590","6400","102","653750","31642418790","4801581"
"365550","ESR켄달스퀘어리츠","KOSPI",,"5030","10","0.20","5080","5080","4990","134022","674556015","1064379555000","213089000"
"050120","ES큐브","KOSDAQ","중견기업부","2035","-110","-5.13","2400","2550","1997","5195480","11990138586","27101043828","13564086"
"383220","F&F","KOSPI",,"59000","900","1.55","58600","59200","57700","67821","3976222600","2252456010000","38307075"
"007700","F&F홀딩스","KOSPI",,"13860","20","0.14","13610","13930","13610","8533","117397210","539387120930","39114367"
"214270","FSN","KOSDAQ","중견기업부","1751","1","0.06","1735","1784","1733","43333","75695829","58221560713","33250463"
"130500","GH신소재","KOSDAQ","우량기업부","3250","-60","-1.81","3250","3450","3250","354074","1183358455","47344144260","14545052"
"114090","GKL","KOSPI",,"11150","110","1.00","11090","11170","10950","98070","1086871490","687835050400","61855670"
"900290","GRT","KOSDAQ","외국기업(소속부없음)","4090","100","2.51","3990","4190","3950","113456","457646070","274553125000","67375000"
"078930","GS","KOSPI",,"47000","900","1.95","46500","47100","45900","119387","5561090150","4353085459300","92915378"
"083450","GST","KOSDAQ","우량기업부","17510","10","0.06","17920","18370","17510","1575634","28293334890","327681376000","18618260"
"006360","GS건설","KOSPI",,"21550","250","1.17","21300","21750","21050","915097","19634334350","1844281109500","85581490"
"001250","GS글로벌","KOSPI",,"3995","-20","-0.50","3945","4155","3915","16438711","66911855955","331785731280","82533764"
"007070","GS리테일","KOSPI",,"21950","850","4.03","21250","22100","21100","318716","6918944600","2298558387900","104717922"
"078935","GS우","KOSPI",,"44750","850","1.94","44100","45200","43600","31829","1417292550","79335515700","1784826"
"297890","HB솔루션","KOSDAQ","우량기업부","4540","40","0.89","4415","4540","4395","542628","2427091165","332059749560","73140914"
"440290","HB인베스트먼트","KOSDAQ","중견기업부","2065","-45","-2.13","2110","2110","2055","36333","75311645","56382580800","27107010"
"078150","HB테크놀러지","KOSDAQ","우량기업부","2585","25","0.98","2560","2620","2520","1069409","2749423930","240134222440","92715916"
"012630","HDC","KOSPI",,"11170","160","1.45","10920","11210","10600","144178","1588745640","661340851470","59741721"
"039570","HDC랩스","KOSPI",,"8490","110","1.31","8380","8490","8280","11799","99100150","215707664310","25957601"
"089470","HDC현대EP","KOSPI",,"4500","110","2.51","4410","4500","4330","123589","548122805","143071500000","31900000"
"294870","HDC현대산업개발","KOSPI",,"26600","-100","-0.37","26800","27750","26450","990890","26789755950","1756430344500","65907330"
"009540","HD한국조선해양","KOSPI",,"186400","1400","0.76","185500","189000","182800","256998","47740529700","13199186134000","70773116"
"267250","HD현대","KOSPI",,"83000","1000","1.22","82400","83400","81400","107904","8902511200","6548526746500","78993085"
"267270","HD현대건설기계","KOSPI",,"55000","-1100","-1.96","55900","56100","54400","148553","8142254000","1036590280000","18847096"
"443060","HD현대마린솔루션","KOSPI",,"107000","-200","-0.19","107200","110000","106800","70798","7626762900","4751705000000","44450000"
"071970","HD현대마린엔진","KOSPI",,"20450","400","2.00","20150","20850","20100","262448","5372910350","693609582550","33917339"
"010620","HD현대미포","KOSPI",,"101900","1400","1.39","101000","103900","99800","239319","24281117000","4070104983100","39942149"
"322000","HD현대에너지솔루션","KOSPI",,"28350","800","2.90","27800","28700","27000","277015","7802837800","318080000000","11200000"
"042670","HD현대인프라코어","KOSPI",,"7280","30","0.41","7280","7280","7180","556938","4035518020","1398681594420","192655867"
"267260","HD현대일렉트릭","KOSPI",,"309500","2500","0.81","303500","311500","290000","385498","115225592500","11156588282500","36047135"
"329180","HD현대중공업","KOSPI",,"190900","-200","-0.10","190900","195500","187200","239144","45471824000","16920155909600","88773116"
"097230","HJ중공업","KOSPI",,"2885","10","0.35","2880","2980","2880","21331","62002235","243160900520","83274281"
"195940","HK이노엔","KOSDAQ GLOBAL","중견기업부","40600","700","1.75","40300","41050","40150","171572","6959065000","1150193574600","28329891"
"014790","HL D&I","KOSPI",,"2720","-25","-0.91","2745","2815","2705","119154","327971195","103353980730","37858601"
"028300","HLB","KOSDAQ","중견기업부","83200","-2500","-2.92","85000","85100","82700","679193","56827121500","10912503357600","130845364"
"003580","HLB글로벌","KOSPI",,"5200","-110","-2.07","5310","5320","5180","72977","380760580","247420769110","47489591"
"278650","HLB바이오스텝","KOSDAQ","우량기업부","2405","5","0.21","2380","2420","2380","149481","358718090","208587066545","86730589"
"343090","HLB사이언스","KONEX","일반기업부","2180","10","0.46","2270","2270","2110","2371","5057475","35922289295","16440407"
"067630","HLB생명과학","KOSDAQ","중견기업부","10410","-260","-2.44","10640","10690","10370","290313","3035516540","1236563240320","118672096"
"024850","HLB이노베이션","KOSDAQ","중견기업부","3185","-25","-0.78","3215","3220","3160","177816","566214995","230524105175","72378055"
"047920","HLB제약","KOSDAQ","기술성장기업부","25900","-500","-1.89","26300","26300","25600","128924","3342646300","823619844600","31799994"
"115450","HLB테라퓨틱스","KOSDAQ","중견기업부","9030","-160","-1.74","9180","9180","8950","365670","3305281850","722060796330","80139933"
"046210","HLB파나진","KOSDAQ","벤처기업부","3385","-80","-2.31","3455","3465","3360","114062","388174455","142074607315","41971819"
"204320","HL만도","KOSPI",,"34650","-550","-1.56","35400","35400","34300","178368","6169988650","1627064208000","46957120"
"060980","HL홀딩스","KOSPI",,"34300","-300","-0.87","34600","34850","34200","3597","123606350","347793822000","10169410"
"011200","HMM","KOSPI",,"17360","-340","-1.92","17840","17850","17300","1018767","17770706640","13048268020320","749039496"
"403870","HPSP","KOSDAQ GLOBAL","중견기업부","29000","-350","-1.19","29050","29450","28550","347323","10088854300","2409236883200","82934144"
"036640","HRS","KOSDAQ","우량기업부","5280","-60","-1.12","5330","5330","5240","36633","193303280","86516892000","16354800"
"035000","HS애드","KOSPI",,"6360","0","0.00","6380","6390","6340","7649","48735070","105368721240","16567409"
"002460","HS화성","KOSPI",,"9200","-20","-0.22","9150","9230","9150","3643","33403960","93380000000","10150000"
"487570","HS효성","KOSPI",,"46550","400","0.87","45850","47100","45800","15140","705026550","173814494550","3725927"
"439730","IBKS제20호스팩","KOSDAQ","SPAC(소속부없음)","2250","15","0.67","2240","2280","2235","3690","8270430","9697500000","4310000"
"442770","IBKS제21호스팩","KOSDAQ","SPAC(소속부없음)","2205","-20","-0.90","2235","2235","2190","14571","32068280","9283050000","4210000"
"448760","IBKS제22호스팩","KOSDAQ","SPAC(소속부없음)","2185","-15","-0.68","2230","2230","2185","9210","20208380","9723850000","4430000"
"467930","IBKS제23호스팩","KOSDAQ","SPAC(소속부없음)","2155","-5","-0.23","2140","2155","2135","8125","17437910","9115650000","4230000"
"469480","IBKS제24호스팩","KOSDAQ","SPAC(소속부없음)","2180","10","0.46","2200","2200","2175","23600","51333735","9221400000","4230000"
"003560","IHQ","KOSPI",,"10760","0","0.00","0","0","0","0","0","62107613080","5772083"
"095340","ISC","KOSDAQ","우량기업부","52700","-1400","-2.59","53500","54000","52000","124636","6576029800","1119204662400","21197058"
"175330","JB금융지주","KOSPI",,"15100","-450","-2.89","15550","15550","14910","335318","5072261380","2924297138020","195083198"
"950170","JTC","KOSDAQ","외국기업(소속부없음)","4785","-40","-0.83","4880","4880","4785","10651","51088385","248641202140","51746348"
"234080","JW생명과학","KOSPI",,"11570","-20","-0.17","11600","11670","11530","6902","79865850","183680826400","15834554"
"067290","JW신약","KOSDAQ","중견기업부","1686","-6","-0.35","1692","1700","1673","43097","72586771","85718772372","50841502"
"001060","JW중외제약","KOSPI",,"27600","50","0.18","27550","27650","27050","39589","1082474900","642691668000","23285930"
"001067","JW중외제약2우B","KOSPI",,"57500","0","0.00","56400","57500","56400","120","6824000","11863474500","209973"
"001065","JW중외제약우","KOSPI",,"30500","-100","-0.33","30600","30600","30250","41","1249450","10395310400","341951"
"096760","JW홀딩스","KOSPI",,"3485","-5","-0.14","3490","3530","3470","112667","394676655","258367672290","73924942"
"035900","JYP Ent.","KOSDAQ GLOBAL","우량기업부","51600","-400","-0.77","51900","52100","51200","147123","7569383300","1833476587200","35532492"
"318000","KBG","KOSDAQ","벤처기업부","7380","-420","-5.38","7640","7820","7300","580990","4381624090","65027259120","8740223"
"024840","KBI메탈","KOSDAQ","중견기업부","3230","195","6.43","2975","3265","2890","7665795","24209112230","112756712770","34909199"
"105560","KB금융","KOSPI",,"87800","-700","-0.79","88900","89100","86700","930018","81671708300","35428272121600","403511072"
"432320","KB스타리츠","KOSPI",,"4395","15","0.34","4380","4400","4370","43470","190451455","445208711150","101414285"
"024120","KB오토시스","KOSDAQ","중견기업부","3845","-15","-0.39","3860","3860","3780","18663","71302495","44332500000","11500000"
"455250","KB제25호스팩","KOSDAQ","SPAC(소속부없음)","2640","0","0.00","0","0","0","0","0","11365200000","4305000"
"458320","KB제26호스팩","KOSDAQ","SPAC(소속부없음)","2485","0","0.00","0","0","0","0","0","13679925000","5505000"
"464680","KB제27호스팩","KOSDAQ","SPAC(소속부없음)","1998","-1","-0.05","2000","2000","1995","6273","12533197","25784190000","12905000"
"476470","KB제28호스팩","KOSDAQ","SPAC(소속부없음)","2090","-25","-1.18","2095","2125","2055","62601","129925990","11450400000","5505000"
"478390","KB제29호스팩","KOSDAQ","SPAC(소속부없음)","2035","-5","-0.25","2040","2040","2025","16425","33293860","12595500000","6220000"
"002380","KCC","KOSPI",,"294000","-4000","-1.34","298000","299000","292500","19873","5854498000","2617065709500","8886471"
"021320","KCC건설","KOSDAQ","우량기업부","4895","20","0.41","4850","4965","4755","13942","68226995","104646000000","21400000"
"344820","KCC글라스","KOSPI",,"41150","0","0.00","40750","41350","40750","13412","550743100","657985094400","15970512"
"036670","KCI","KOSDAQ","우량기업부","7580","100","1.34","7400","7580","7380","12043","90066750","85426600000","11270000"
"009070","KCTC","KOSPI",,"4560","-100","-2.15","4630","4635","4470","379301","1724871875","136800000000","30000000"
"009440","KC그린홀딩스","KOSPI",,"791","6","0.76","785","799","769","43804","34298930","17746069180","22434980"
"112190","KC산업","KONEX","일반기업부","1490","140","10.37","1497","1497","1301","2911","4082701","9619091550","7125253"
"119650","KC코트렐","KOSPI",,"416","28","7.22","389","423","374","843344","336820552","26168076957","63669287"
"044180","KD","KOSDAQ","투자주의환기종목(소속부없음)","472","2","0.43","470","485","460","51796","24502741","12717672324","26717799"
"092220","KEC","KOSPI",,"1094","-7","-0.64","1098","1113","1080","432000","472661177","221040218241","200763141"
"046440","KG모빌리언스","KOSDAQ","우량기업부","4520","0","0.00","4500","4530","4480","41758","187979090","175491567360","38825568"
"003620","KG모빌리티","KOSPI",,"5960","140","2.41","5860","6000","5820","640431","3809572940","1160514620520","196364572"
"016380","KG스틸","KOSPI",,"5800","100","1.75","5700","5820","5700","149911","865163240","580051602600","100008897"
"151860","KG에코솔루션","KOSDAQ","우량기업부","6070","50","0.83","5950","6070","5910","40295","242125870","301090222140","49603002"
"035600","KG이니시스","KOSDAQ","우량기업부","9950","0","0.00","9900","10000","9850","50855","504726700","277928162640","27904434"
"001390","KG케미칼","KOSPI",,"4290","-10","-0.23","4300","4340","4255","63349","272530390","294074526800","68469040"
"226360","KH 건설","KOSDAQ","투자주의환기종목(소속부없음)","2555","0","0.00","0","0","0","0","0","60698450260","23756732"
"111870","KH 미래물산","KOSDAQ","관리종목(소속부없음)","8910","0","0.00","0","0","0","0","0","43928518590","4930249"
"033180","KH 필룩스","KOSPI",,"6630","0","0.00","0","0","0","0","0","125330728770","18903579"
"060720","KH바텍","KOSDAQ","우량기업부","10840","0","0.00","10740","10850","10490","68908","735273010","255242824760","23677442"
"015590","KIB플러그에너지","KOSPI",,"483","3","0.63","479","486","469","514035","246767627","114699067296","236981544"
"001940","KISCO홀딩스","KOSPI",,"18680","-190","-1.01","18900","19040","18680","12984","243788570","302983597400","16176380"
"058400","KNN","KOSDAQ","우량기업부","749","-1","-0.13","743","756","743","50862","38190714","99322290000","132429720"
"025000","KPX케미칼","KOSPI",,"48000","50","0.10","47950","48400","47750","2827","135955300","233530000000","4840000"
"092230","KPX홀딩스","KOSPI",,"57400","-100","-0.17","57500","57700","57300","673","38676200","242917145000","4224646"
"000040","KR모터스","KOSPI",,"612","7","1.16","605","620","599","111501","67947820","36801315216","60132868"
"044450","KSS해운","KOSPI",,"9330","30","0.32","9300","9330","9050","76898","706078890","213775248800","23085880"
"101000","KS인더스트리","KOSDAQ","중견기업부","2325","-50","-2.11","2375","2420","2275","118899","280949690","70097864175","30149619"
"030200","KT","KOSPI",,"40100","200","0.50","40100","40150","39850","447017","17896183400","10093468484250","252021685"
"033780","KT&G","KOSPI",,"111000","1600","1.46","110000","111300","108100","455373","50217425200","14387603668800","130322497"
"058850","KTcs","KOSPI",,"2745","25","0.92","2705","2755","2690","118697","323043705","117383750000","42685000"
"058860","KTis","KOSPI",,"2590","5","0.19","2565","2590","2560","14332","36874390","90137180000","34802000"
"122450","KX","KOSDAQ","우량기업부","3970","10","0.25","3920","3975","3920","24958","98650550","179530417440","45335964"
"052900","KX하이텍","KOSDAQ","우량기업부","1061","3","0.28","1045","1064","1043","50108","52739004","58248645469","55107517"
"376190","LB루셈","KOSDAQ","중견기업부","4855","0","0.00","4780","4880","4780","6688","32250100","119310000000","24600000"
"061970","LB세미콘","KOSDAQ","우량기업부","4825","0","0.00","4825","4865","4760","66250","319189135","211041733440","43784592"
"309960","LB인베스트먼트","KOSDAQ","중견기업부","4170","-30","-0.71","4135","4220","4115","40396","167807240","97048059020","23217239"
"093050","LF","KOSPI",,"14750","160","1.10","14590","14750","14500","67242","985876880","430705200000","29240000"
"003550","LG","KOSPI",,"80900","-100","-0.12","81300","81600","80600","89421","7247256000","12741380433000","157300993"
"034220","LG디스플레이","KOSPI",,"11240","100","0.90","11200","11250","11050","549888","6136670400","5615000000000","500000000"
"051900","LG생활건강","KOSPI",,"345500","9000","2.67","339500","346500","337500","47674","16374447500","5380468866500","15618197"
"051905","LG생활건강우","KOSPI",,"152000","1600","1.06","151500","152500","150100","1710","259333300","319153944000","2099697"
"373220","LG에너지솔루션","KOSPI",,"376500","-1500","-0.40","378500","383000","371500","339613","128178588500","88101000000000","234000000"
"003555","LG우","KOSPI",,"59700","200","0.34","59500","59700","59400","1717","102274600","180390714000","3021620"
"032640","LG유플러스","KOSPI",,"9870","-10","-0.10","9890","9910","9840","538389","5311709860","4304988019460","436611361"
"011070","LG이노텍","KOSPI",,"256500","8000","3.22","247000","257000","246500","101169","25652921000","6070612945500","23667107"
"066570","LG전자","KOSPI",,"98600","-600","-0.60","99400","99400","98300","205693","20307465800","16152039241800","163647814"
"066575","LG전자우","KOSPI",,"46450","250","0.54","46100","46500","43500","28512","1317150200","796570729200","17185992"
"037560","LG헬로비전","KOSPI",,"2710","10","0.37","2700","2745","2700","45559","123720420","211042707125","77446865"
"051910","LG화학","KOSPI",,"319000","2000","0.63","320500","329000","316000","265977","85721671000","22589549760000","70592343"
"051915","LG화학우","KOSPI",,"210000","500","0.24","210500","216500","208000","13999","2973995500","1626181200000","7688800"
"079550","LIG넥스원","KOSPI",,"198100","4600","2.38","193600","198100","191300","215070","42213875900","4356000000000","22000000"
"225190","LK삼양","KOSDAQ","중견기업부","1966","15","0.77","1914","2075","1900","5040714","10073101759","99314697080","50748440"
"006260","LS","KOSPI",,"114800","1600","1.41","112400","114800","109500","152613","17126162500","3690120000000","32200000"
"010120","LS ELECTRIC","KOSPI",,"166100","-2000","-1.19","166300","167500","158200","533341","86533357200","4977000000000","30000000"
"000680","LS네트웍스","KOSPI",,"3500","45","1.30","3420","3500","3330","70201","239348925","268324269480","78803016"
"060370","LS마린솔루션","KOSDAQ","중견기업부","18190","-310","-1.68","18350","18410","17810","208013","3773989220","522176346390","28706781"
"417200","LS머트리얼즈","KOSDAQ","중견기업부","17800","-190","-1.06","17870","17950","17380","182728","3245713020","1206923436560","67652659"
"229640","LS에코에너지","KOSPI",,"27650","150","0.55","27050","27700","26300","261591","7068846300","846777904350","30624879"
"078020","LS증권","KOSDAQ","우량기업부","4800","-65","-1.34","4880","4880","4800","20573","98938955","267419335800","55481190"
"108320","LX세미콘","KOSPI",,"70400","400","0.57","69100","70600","69100","16239","1135945400","1145006720000","16264300"
"001120","LX인터내셔널","KOSPI",,"32850","1350","4.29","31600","33000","31500","452571","14676369650","1267452000000","38760000"
"108670","LX하우시스","KOSPI",,"42100","-650","-1.52","43050","43050","42000","8998","380214300","378435674000","8967670"
"108675","LX하우시스우","KOSPI",,"23750","-150","-0.63","23900","23900","23450","264","6248250","24517837500","1032330"
"383800","LX홀딩스","KOSPI",,"7030","-10","-0.14","7010","7040","6970","67264","470738030","535490443800","76280690"
"38380K","LX홀딩스1우","KOSPI",,"8800","0","0.00","8800","8810","8700","400","3514820","12909160850","1465285"
"476080","M83","KOSDAQ","중견기업부","20050","470","2.40","19160","21400","19040","6157403","126241626060","156478500000","7785000"
"086960","MDS테크","KOSDAQ","중견기업부","1184","23","1.98","1160","1190","1141","281526","328641317","103715725204","87671788"
"023150","MH에탄올","KOSPI",,"5600","-60","-1.06","5550","5670","5550","6764","37891150","41319745600","7378526"
"038340","MIT","KOSDAQ","관리종목(소속부없음)","1233","0","0.00","0","0","0","0","0","39979891836","32424892"
"035420","NAVER","KOSPI",,"167900","-2800","-1.64","170900","171900","167900","625256","106142834740","27043954245600","160784508"
"160550","NEW","KOSDAQ","중견기업부","2600","25","0.97","2545","2635","2545","47031","121769895","72416345070","27906106"
"053290","NE능률","KOSDAQ","우량기업부","4515","795","21.37","3720","4715","3680","11259203","49735022370","74451013035","16526307"
"181710","NHN","KOSPI",,"19800","-80","-0.40","19850","19950","19790","30867","612955500","672283508930","33766123"
"060250","NHN KCP","KOSDAQ GLOBAL","우량기업부","7800","100","1.30","7660","7860","7590","195721","1519067740","313252765800","40160611"
"104200","NHN벅스","KOSDAQ","중견기업부","3845","50","1.32","3785","3855","3760","38547","146738235","56789516500","14827550"
"400760","NH올원리츠","KOSPI",,"3700","-5","-0.13","3705","3730","3685","41910","155313485","157406000000","42200000"
"005940","NH투자증권","KOSPI",,"13840","-170","-1.21","14070","14080","13660","594000","8203413940","4529218495170","327492299"
"005945","NH투자증권우","KOSPI",,"11990","-30","-0.25","12020","12020","11930","54112","647792240","226262906320","18870968"
"338100","NH프라임리츠","KOSPI",,"4480","-10","-0.22","4490","4500","4460","23212","103759270","83503500000","18660000"
"034310","NICE","KOSPI",,"10650","90","0.85","10560","10650","10500","112698","1190522890","396786786660","37503477"
"030190","NICE평가정보","KOSPI",,"10280","-20","-0.19","10300","10320","10140","24600","251972080","616704694200","60107670"
"008260","NI스틸","KOSPI",,"3955","-30","-0.75","4005","4005","3920","50735","200455295","113399463905","28600117"
"004250","NPC","KOSPI",,"4730","-50","-1.05","4780","4790","4720","53471","254149970","174052800000","36720000"
"004255","NPC우","KOSPI",,"2610","0","0.00","2570","2610","2570","2506","6534005","13780800000","5280000"
"222160","NPX","KOSDAQ","관리종목(소속부없음)","8040","0","0.00","0","0","0","0","0","79551289560","9894439"
"456040","OCI","KOSPI",,"79900","300","0.38","79300","81100","79300","8355","670474100","716199600000","8952495"
"010060","OCI홀딩스","KOSPI",,"73000","100","0.14","73100","73900","72300","21485","1568228300","1428170759000","19563983"
"178920","PI첨단소재","KOSPI",,"25500","-400","-1.54","25900","26300","25500","39811","1024760500","750309527100","29366322"
"024940","PN풍년","KOSDAQ","벤처기업부","4505","65","1.46","4440","4540","4380","145192","648939005","44850000000","10000000"
"005490","POSCO홀딩스","KOSPI",,"346000","1000","0.29","344000","351500","341500","173451","60131956000","28588034442000","82624377"
"218410","RFHIC","KOSDAQ","우량기업부","11500","-100","-0.86","11500","11660","11400","58357","669127400","304571083000","26484442"
"327260","RF머트리얼즈","KOSDAQ","벤처기업부","7400","-20","-0.27","7480","7480","7140","34251","249307030","61562586300","8433231"
"091340","S&K폴리텍","KOSDAQ","중견기업부","2710","-5","-0.18","2715","2770","2685","24479","66477655","31483009490","11703721"
"010950","S-Oil","KOSPI",,"63800","300","0.47","64200","64400","63600","215451","13774056600","7194040408800","112582792"
"010955","S-Oil우","KOSPI",,"43850","0","0.00","43850","43950","43700","4042","177059300","176361498950","4021927"
"419530","SAMG엔터","KOSDAQ","기술성장기업부","13710","180","1.33","13600","13800","13300","126428","1715566970","117781650300","8590930"
"019550","SBI인베스트먼트","KOSDAQ","중견기업부","738","11","1.51","733","738","713","410743","298176585","119280999200","162066575"
